0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.011998827
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.021886792000000002
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.032877659000000004
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.042901339000000004
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.053908224000000005
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.066868414
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.077867144
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.088862671
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.09987741900000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.11087294600000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.12086663000000002
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.13086846700000002
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.14187069300000002
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.15287816
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.16287329900000003
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.17288766000000003
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.18287289700000003
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.19387949100000004
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.20386938800000004
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.21486870100000005
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.22491189400000006
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.23487558000000006
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.24586936000000006
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.25587527500000007
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.2658832280000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.2768706010000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.2868808840000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.2968672870000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.3078654350000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.3188694070000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.3288625080000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.3389214270000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.3488737550000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.35986695200000013
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.37088606900000015
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.3819712960000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.3929400300000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.4040203060000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.4148818650000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.42495738500000013
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.4349449520000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.4458726220000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.4559140670000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.4660134680000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.4769274500000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.4869432660000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.4979294740000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.5089520860000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.5200131400000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.5309431400000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.5418606160000001
0.0,0.0,0.0,0.0,-29.999999999999996,0.0,0.5519437080000001
