29.997,0.39682,0.034091,-0.063186,0.998,0,0,0,1,0.998,0.063186,0
29.994,0.59521,0.068182,-0.069785,0.99756,0,0,0,1,0.99756,0.069785,0
29.99,0.79357,0.10227,-0.076381,0.99708,0,0,0,1,0.99708,0.076381,0
29.984,0.9919,0.13636,-0.082974,0.99655,0,0,0,1,0.99655,0.082974,0
29.976,1.1902,0.17045,-0.089563,0.99598,0,0,0,1,0.99598,0.089563,0
29.968,1.3884,0.20455,-0.096148,0.99537,0,0,0,1,0.99537,0.096148,0
29.958,1.5866,0.23864,-0.10273,0.99471,0,0,0,1,0.99471,0.10273,0
29.947,1.7847,0.27273,-0.10931,0.99401,0,0,0,1,0.99401,0.10931,0
29.934,1.9827,0.30682,-0.11588,0.99326,0,0,0,1,0.99326,0.11588,0
29.921,2.1807,0.34091,-0.12244,0.99248,0,0,0,1,0.99248,0.12244,0
29.906,2.3785,0.375,-0.12901,0.99164,0,0,0,1,0.99164,0.12901,0
29.889,2.5762,0.40909,-0.13556,0.99077,0,0,0,1,0.99077,0.13556,0
29.871,2.7739,0.44318,-0.14211,0.98985,0,0,0,1,0.98985,0.14211,0
29.852,2.9714,0.47727,-0.14866,0.98889,0,0,0,1,0.98889,0.14866,0
29.832,3.1687,0.51136,-0.15519,0.98788,0,0,0,1,0.98788,0.15519,0
29.811,3.366,0.54545,-0.16172,0.98684,0,0,0,1,0.98684,0.16172,0
29.788,3.5631,0.57955,-0.16825,0.98575,0,0,0,1,0.98575,0.16825,0
29.763,3.76,0.61364,-0.17476,0.98461,0,0,0,1,0.98461,0.17476,0
29.738,3.9568,0.64773,-0.18127,0.98343,0,0,0,1,0.98343,0.18127,0
29.711,4.1534,0.68182,-0.18777,0.98221,0,0,0,1,0.98221,0.18777,0
29.683,4.3498,0.71591,-0.19426,0.98095,0,0,0,1,0.98095,0.19426,0
29.654,4.546,0.75,-0.20075,0.97964,0,0,0,1,0.97964,0.20075,0
29.623,4.742,0.78409,-0.20722,0.97829,0,0,0,1,0.97829,0.20722,0
29.591,4.9378,0.81818,-0.21369,0.9769,0,0,0,1,0.9769,0.21369,0
29.558,5.1334,0.85227,-0.22014,0.97547,0,0,0,1,0.97547,0.22014,0
29.523,5.3288,0.88636,-0.22659,0.97399,0,0,0,1,0.97399,0.22659,0
29.487,5.524,0.92045,-0.23303,0.97247,0,0,0,1,0.97247,0.23303,0
29.45,5.7189,0.95455,-0.23945,0.97091,0,0,0,1,0.97091,0.23945,0
29.411,5.9135,0.98864,-0.24587,0.9693,0,0,0,1,0.9693,0.24587,0
